分群,困難,分母,群人數,達3以上_分子,達3以上比例,達4以上_分子,達4以上比例,平均分_次要,信賴度,平均分警語
落地,公務員不信任你、不願給你需要的資訊,17,17,3,0.1765,1,0.0588,1.59,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
落地,想要的資料拿不到、不知道去哪要,17,17,3,0.1765,2,0.1176,1.71,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
落地,做出來的成果（工具、服務）很難真正發揮影響力,17,17,7,0.4118,3,0.1765,2.35,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,抓不準專案到底要解決什麼問題,6,6,0,0.0,0,0.0,1.5,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,找不到願意一起做的夥伴,6,6,3,0.5,2,0.3333,2.67,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,新手或不會寫程式的人，不知道能幫什麼,6,6,1,0.1667,0,0.0,1.5,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,參與者突然消失，留下大量未完成任務,6,6,2,0.3333,0,0.0,2.0,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,專案缺少文件或交接，人一走、知識就斷了,6,6,2,0.3333,1,0.1667,2.33,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,核心成員累垮，常常一個人撐住整個專案,6,6,3,0.5,2,0.3333,2.83,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,專案難有穩定進度，容易停滯,6,6,3,0.5,2,0.3333,3.0,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,拿到經費或補助後，不知道怎麼管帳、報稅或處理聘僱,6,6,0,0.0,0,0.0,1.5,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,專案要改變方向、或要對外代表時，不確定誰有權責拍板,6,6,1,0.1667,0,0.0,1.67,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,找不到對接的政府窗口、發訊息沒人理,6,6,1,0.1667,0,0.0,1.67,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,公務員不信任你、不願給你需要的資訊,6,6,1,0.1667,1,0.1667,1.83,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,想要的資料拿不到、不知道去哪要,6,6,0,0.0,0,0.0,1.33,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
停擺,做出來的成果（工具、服務）很難真正發揮影響力,6,6,1,0.1667,0,0.0,1.83,L1（僅供參考）,此題實際上線版本沒有「沒遇到」選項，13 題皆為 1–5 強制作答，「1：幾乎沒影響」混合了「沒發生過」與「發生了但無感」兩種情況，故平均值系統性低估，主要指標採 %≥3。
